_ID, TimeSt,Country,Province,City,Latitude,Longitude,Associated POI,Distance POI
4516516,00:00.1,CA,ON,Waterloo,43.49347,-80.49123,POI3,7.216086686821121
4516547,00:00.2,CA,ON,London,42.9399,-81.2709,POI3,8.125911567622241
4516550,00:00.3,CA,ON,Guelph,43.5776,-80.2201,POI3,6.932241785066144
4516600,00:00.3,CA,ON,Stratford,43.3716,-80.9773,POI3,7.716841105596059
4516613,00:00.5,CA,ON,Stratford,43.3716,-80.9773,POI3,7.716841105596059
4516771,00:00.9,CA,ON,Sarnia,42.961,-82.373,POI3,9.171676353874307
4516953,00:01.7,CA,ON,Kitchener,43.4278,-80.5135,POI3,7.256138274028198
4517175,00:01.1,CA,ON,Saint Thomas,42.7792,-81.1927,POI3,8.104758085780045
4517250,00:01.4,CA,ON,Chatham,42.4247,-82.1755,POI3,9.149538033453764
4517349,00:00.4,CA,ON,Chatham,42.4247,-82.1755,POI3,9.149538033453764
4517518,00:01.3,CA,ON,Waterloo,43.4634,-80.5201,POI3,7.25227410059886
4517607,00:01.6,CA,ON,Chatham,42.4247,-82.1755,POI3,9.149538033453764
4517697,00:01.8,CA,ON,Windsor,42.3262,-82.9084,POI3,9.873740720690261
4517809,00:00.0,CA,ON,London,43.0346,-81.2554,POI3,8.081572651174827
4517811,00:00.1,CA,ON,Cambridge,43.4194,-80.3255,POI3,7.078833418227686
4517905,00:00.2,CA,ON,Windsor,42.2957,-82.9599,POI3,9.93234736688247
4518002,00:00.9,CA,ON,Kitchener,43.4397,-80.434,POI3,7.17659548097961
4518061,00:01.1,CA,ON,Waterloo,43.4678,-80.584,POI3,7.312332097068421
4518153,00:01.4,CA,ON,Guelph,43.5425,-80.2676,POI3,6.987708671833496
4518264,00:01.5,CA,ON,Cambridge,43.3842,-80.2968,POI3,7.062007384038695
4518329,00:01.8,CA,ON,London,42.9399,-81.2709,POI3,8.125911567622241
4518430,00:02.5,CA,ON,Brantford,43.1772,-80.248,POI3,7.081324071147788
4518434,00:02.6,CA,ON,Guelph,43.5776,-80.2201,POI3,6.932241785066144
4518585,00:02.8,CA,ON,Guelph,43.5776,-80.2201,POI3,6.932241785066144
4518814,00:03.8,CA,ON,Cambridge,43.3842,-80.2968,POI3,7.062007384038695
4518887,00:04.0,CA,ON,Waterloo,43.4634,-80.5201,POI3,7.25227410059886
4518918,00:04.2,CA,ON,London,42.9399,-81.2709,POI3,8.125911567622241
4518952,00:00.2,CA,ON,Kitchener,43.4193,-80.3826,POI3,7.133407011240629
4518992,00:00.4,CA,ON,Waterloo,43.4678,-80.584,POI3,7.312332097068421
4519097,00:00.8,CA,ON,London,42.9399,-81.2709,POI3,8.125911567622241
4519118,00:00.9,CA,ON,Windsor,42.2287,-83.0182,POI3,10.00934625907291
4519156,00:01.0,CA,ON,Windsor,42.2287,-83.0182,POI3,10.00934625907291
4519209,00:01.3,CA,ON,Hanover,44.1517,-81.0266,POI3,7.585308149100935
4519477,00:02.7,CA,ON,Windsor,42.2957,-82.9599,POI3,9.93234736688247
4519555,00:03.9,CA,ON,Waterloo,43.4663,-80.5402,POI3,7.270729549172971
4519604,00:04.2,CA,ON,Kitchener,43.4193,-80.3826,POI3,7.133407011240629
4519633,00:04.3,CA,ON,London,42.9699,-81.2081,POI3,8.056838491568328
4519710,00:04.4,CA,ON,Kitchener,43.2994,-80.4496,POI3,7.233389266188918
4519736,00:01.9,CA,ON,Kitchener,43.4381,-80.5099,POI3,7.249724615267606
4519856,00:02.1,CA,ON,Kitchener,43.4453,-80.4905,POI3,7.2290739372907895
4519930,00:02.3,CA,ON,London,43.0004,-81.2343,POI3,8.072115737687183
4520019,00:02.4,CA,ON,Guelph,43.5776,-80.2201,POI3,6.932241785066144
4520130,00:02.5,CA,ON,London,43.0091,-81.1765,POI3,8.014496049185944
4520149,00:02.5,CA,ON,Guelph,43.5776,-80.2201,POI3,6.932241785066144
4520192,00:02.7,CA,ON,Guelph,43.5776,-80.2201,POI3,6.932241785066144
4520296,00:03.4,CA,ON,London,43.0091,-81.1765,POI3,8.014496049185944
4520395,00:04.0,CA,ON,Kitchener,43.4397,-80.434,POI3,7.17659548097961
4520587,00:04.8,CA,ON,Chatham,42.3778,-82.1897,POI3,9.178858781690511
4520751,00:05.0,CA,ON,London,42.993,-81.169,POI3,8.01244086881251
4520821,00:05.1,CA,ON,Sarnia,42.96866,-82.40455,POI3,9.199847420888949
4521119,00:06.1,CA,ON,Kitchener,43.4381,-80.5099,POI3,7.249724615267606
4521184,00:06.1,CA,ON,London,42.9923,-81.2531,POI3,8.092505336421908
4521259,00:06.6,CA,ON,London,43.0061,-81.2962,POI3,8.129176289195417
4521353,00:06.7,CA,ON,Windsor,42.3159,-83.0311,POI3,9.993215804095142
4521539,00:02.5,CA,ON,Kitchener,43.4553,-80.4845,POI3,7.22045882882916
4521574,00:02.6,CA,ON,Brantford,43.1508,-80.2094,POI3,7.053741902325109
4521618,00:02.7,CA,ON,Cambridge,43.3653,-80.3066,POI3,7.0770841148044195
4521790,00:02.8,CA,ON,Kitchener,43.4397,-80.434,POI3,7.17659548097961
4521978,00:03.1,CA,ON,London,42.9529,-81.3239,POI3,8.172087169555702
4522160,00:04.0,CA,ON,Cambridge,43.3653,-80.3066,POI3,7.0770841148044195
4522231,00:04.4,CA,ON,Chatham,42.4247,-82.1755,POI3,9.149538033453764
4522296,00:05.0,CA,ON,Goderich,43.7479,-81.702,POI3,8.327077520836285
4522376,00:05.1,CA,ON,Waterloo,43.4634,-80.5201,POI3,7.25227410059886
4522431,00:05.2,CA,ON,London,43.0004,-81.2343,POI3,8.072115737687183
4522487,00:05.3,CA,ON,Waterloo,43.4737,-80.5309,POI3,7.25971837500719
4522656,00:05.9,CA,ON,Waterloo,43.499,-80.5063,POI3,7.22900124690935
4522680,00:06.7,CA,ON,Chatham,42.4247,-82.1755,POI3,9.149538033453764
4522747,00:06.9,CA,ON,Waterloo,43.4634,-80.5201,POI3,7.25227410059886
4522946,00:02.6,CA,ON,Chatham,42.4247,-82.1755,POI3,9.149538033453764
4523019,00:02.7,CA,ON,Kitchener,43.4553,-80.4845,POI3,7.22045882882916
4523121,00:02.8,CA,ON,Windsor,42.2654,-83.0261,POI3,10.004802108298644
4523251,00:03.8,CA,ON,Guelph,43.5425,-80.2676,POI3,6.987708671833496
4523439,00:04.0,CA,ON,Guelph,43.5544,-80.2969,POI3,7.01246616147393
4523593,00:04.8,CA,ON,Cambridge,43.3677,-80.338,POI3,7.106269702285224
4523720,00:05.1,CA,ON,Guelph,43.5776,-80.2201,POI3,6.932241785066144
4523782,00:05.3,CA,ON,Guelph,43.5215,-80.2338,POI3,6.961303958513593
4523866,00:05.5,CA,ON,Waterloo,43.4737,-80.5309,POI3,7.25971837500719
4524010,00:05.7,CA,ON,Windsor,42.2654,-83.0261,POI3,10.004802108298644
4524024,00:06.0,CA,ON,Cambridge,43.4471,-80.0828,POI3,6.83900870053673
4524225,00:06.3,CA,ON,Woodstock,43.13375,-80.74328,POI3,7.564057760764191
4524238,00:06.4,CA,ON,London,42.9923,-81.2531,POI3,8.092505336421908
4524303,00:06.5,CA,ON,Chatham,42.3778,-82.1897,POI3,9.178858781690511
4524358,00:06.8,CA,ON,London,42.9832,-81.2847,POI3,8.12536651364214
4524615,00:04.5,CA,ON,Kitchener,43.4381,-80.5099,POI3,7.249724615267606
4524688,00:06.0,CA,ON,Kitchener,43.4381,-80.5099,POI3,7.249724615267606
4524786,00:06.5,CA,ON,Windsor,42.3159,-83.0311,POI3,9.993215804095142
4524796,00:06.7,CA,ON,Kitchener,43.4134,-80.496,POI3,7.243562443785304
4524939,00:05.4,CA,ON,Kitchener,43.4453,-80.4905,POI3,7.2290739372907895
4524947,00:06.2,CA,ON,Kitchener,43.4306,-80.4877,POI3,7.230629359040406
4524955,00:06.7,CA,ON,Guelph,43.5776,-80.2201,POI3,6.932241785066144
4525025,00:06.8,CA,ON,Sarnia,42.9864,-82.3638,POI3,9.155776790017162
4525101,00:07.3,CA,SK,Saskatoon,52.1225,-106.72488,POI1,6.909122559066739
4525142,00:08.3,CA,ON,Brampton,43.78,-79.74,POI3,6.414924101048815
4525261,00:07.1,CA,ON,London,42.9923,-81.2531,POI3,8.092505336421908
4525479,00:14.5,CA,AB,Edmonton,53.42688,-113.47175,POI1,0.12010387431302873
4525558,00:18.7,CA,SK,Saskatoon,52.1225,-106.72488,POI1,6.909122559066739
4525612,00:20.9,CA,AB,Edmonton,53.587,-113.441,POI1,0.06056785157985817
4525746,00:21.1,CA,ON,Waterloo,43.4678,-80.584,POI3,7.312332097068421
4525757,00:21.1,CA,ON,Guelph,43.5776,-80.2201,POI3,6.932241785066144
4525800,00:21.3,CA,ON,Ancaster,43.208,-79.9652,POI3,6.804581737962808
4526111,00:21.6,CA,AB,Lethbridge,49.6994,-112.822,POI1,3.9036084812702447
4526136,00:21.7,CA,ON,Burlington,43.332,-79.807,POI3,6.613944102441223
4526210,00:22.8,CA,ON,Brampton,43.7796,-79.7681,POI3,6.442081321018623
4526337,00:21.3,CA,ON,Mississauga,43.5414,-79.6824,POI3,6.428947212865961
4526426,00:21.6,CA,QC,Saint-Nicolas,46.72072,-71.30409,POI3,2.560110280170952
4526443,00:21.7,CA,AB,Calgary,50.93982,-114.03211,POI1,2.6630004539588437
4526505,00:21.9,CA,ON,North York,43.787,-79.4169,POI3,6.102596802592892
4526625,00:21.4,CA,ON,Ancaster,43.208,-79.9652,POI3,6.804581737962808
4526695,00:21.5,CA,ON,Etobicoke,43.69971,-79.53618,POI3,6.241966958170878
4526775,00:21.6,CA,AB,Rocky Mountain House,52.38629,-114.92294,POI1,1.8468556363627875
4526865,00:22.4,CA,ON,Mississauga,43.5812,-79.6323,POI3,6.369063448594072
4526950,00:23.5,CA,AB,Calgary,50.9093,-114.1028,POI1,2.7081059846403694
4527041,00:24.7,CA,ON,London,42.993,-81.169,POI3,8.01244086881251
4527101,00:25.7,CA,ON,Toronto,43.6466,-79.4493,POI3,6.174841718053746
4527148,00:20.9,CA,AB,Airdrie,51.27979,-114.00324,POI1,2.3247101251908817
4527192,00:21.1,CA,ON,Toronto,43.6682,-79.4209,POI3,6.141235383326147
4527235,00:21.2,CA,ON,Waterloo,43.4737,-80.5309,POI3,7.25971837500719
4527346,00:23.4,CA,ON,Sudbury,46.5213,-80.947,POI3,7.448365513373861
4527396,00:25.9,CA,AB,Calgary,51.0494,-113.9564,POI1,2.540742398560901
4527441,00:21.1,CA,ON,Burlington,43.375,-79.8434,POI3,6.634264503998694
4527443,00:21.4,CA,ON,Brampton,43.71144,-79.76698,POI3,6.459770857364605
4527537,00:21.7,CA,AB,Brooks,50.58495,-111.89101,POI1,3.3633243609953807
4527556,00:23.0,CA,ON,Mississauga,43.72139,-79.64403,POI3,6.339007603178673
4527583,00:24.6,CA,AB,Edmonton,53.4398,-113.53742,POI1,0.11825980418130295
4527587,00:25.1,CA,AB,Calgary,51.0876,-114.0214,POI1,2.516245170297398
4527628,00:26.1,CA,ON,Thunder Bay,48.3738,-89.2779,POI3,15.96865450977687
4527720,00:26.1,CA,ON,North York,43.7576,-79.461,POI3,6.153254452191702
4527727,00:23.6,CA,AB,Edmonton,53.4564,-113.521,POI1,0.09644586587821986
4527798,00:24.4,CA,AB,Edmonton,53.4398,-113.53742,POI1,0.11825980418130295
4527807,00:25.4,CA,ON,North York,43.76164,-79.50135,POI3,6.190771842540882
4527830,00:26.1,CA,QC,Saint-Laurent,45.5057,-73.6814,POI3,0.11647040146320209
4527882,00:26.2,CA,ON,Dundas,43.2649,-79.9555,POI3,6.776299088294216
4527890,00:25.9,CA,ON,Toronto,43.6466,-79.4493,POI3,6.174841718053746
4527967,00:26.2,CA,ON,Toronto,43.6769,-79.3784,POI3,6.09809313218624
4528009,00:28.0,CA,AB,Calgary,51.0823,-113.9578,POI1,2.5086823039287007
4528078,00:28.8,CA,ON,Burlington,43.34442,-79.79248,POI3,6.596134727976452
4528350,00:29.3,CA,QC,Montréal,45.5884,-73.5641,POI3,0.06679871418672956
4528470,00:26.1,CA,ON,Scarborough,43.7997,-79.3209,POI3,6.006965727920956
4528481,00:26.1,CA,ON,Toronto,43.6466,-79.4493,POI3,6.174841718053746
4528676,00:28.3,CA,AB,Calgary,51.133,-113.856,POI1,2.4414077661556197
4528767,00:29.5,CA,ON,Markham,43.8601,-79.3341,POI3,6.002614377054141
4528809,00:31.3,CA,AB,Spruce Grove,53.54628,-113.88183,POI1,0.3960960161185669
4528850,00:29.2,CA,AB,Calgary,51.15648,-114.07926,POI1,2.462291020705105
4528952,00:29.6,CA,ON,Brampton,43.7796,-79.7681,POI3,6.442081321018623
4529001,00:29.9,CA,ON,Markham,43.8412,-79.3262,POI3,6.000289090953618
4529076,00:33.2,CA,AB,Bonnyville,54.26948,-110.72649,POI1,2.852474215046471
4529149,00:29.7,CA,ON,Mississauga,43.56864,-79.63094,POI3,6.371606714257946
4529202,00:34.3,CA,AB,Edmonton,53.5327,-113.626,POI1,0.14091100327867614
4529220,00:33.0,CA,AB,Leduc,53.2668,-113.552,POI1,0.2871186226022236
4529292,00:34.0,CA,AB,Calgary,51.133,-113.856,POI1,2.4414077661556197
4529367,00:32.7,CA,AB,Edmonton,53.55848,-113.49825,POI1,0.017557341057240848
4529461,00:36.3,CA,ON,Windsor,42.2545,-82.9809,POI3,9.965642076555685
4529554,00:36.0,CA,ON,Concord,43.81264,-79.50514,POI3,6.180108596422636
4529735,00:36.2,CA,ON,Lindsay,44.357,-78.7405,POI3,5.303919548995533
4529826,00:36.6,CA,AB,Edmonton,53.4688,-113.508,POI1,0.08050731299080449
4529945,00:36.8,CA,AB,Lethbridge,49.67346,-112.89122,POI1,3.9180743234457633
4530039,00:36.9,CA,ON,Markham,43.85883,-79.29809,POI3,5.968373408455358
4530051,00:37.7,CA,ON,Oshawa,43.89029,-78.81588,POI3,5.497477144441537
4530079,00:38.0,CA,AB,Spruce Grove,53.56082,-113.88283,POI1,0.3973662587903053
4530117,00:38.3,CA,ON,Markham,43.85883,-79.29809,POI3,5.968373408455358
4530158,00:36.7,CA,ON,Brampton,43.7601,-79.73681,POI3,6.417287922139466
4530203,00:36.7,CA,ON,North York,43.7224,-79.4454,POI3,6.148519101687582
4530252,00:36.8,CA,AB,Beaumont,53.34991,-113.40827,POI1,0.2109916617902164
4530326,00:36.9,CA,AB,Calgary,51.0656,-114.063,POI1,2.5468507369386564
4530366,00:37.0,CA,AB,Edmonton,53.58564,-113.39449,POI1,0.09941622234322761
4530373,00:38.7,CA,BC,Vancouver,49.24157,-123.09776,POI1,10.531884881496044
4530411,00:39.5,CA,ON,Thornhill,43.8395,-79.3831,POI3,6.055405119594971
4530503,00:36.6,CA,AB,Calgary,50.8837,-114.0326,POI1,2.718049474907513
4530606,00:36.9,CA,AB,Fort Mcmurray,56.7377,-111.438,POI1,3.791978035912782
4530674,00:37.1,CA,ON,Thornhill,43.8395,-79.3831,POI3,6.055405119594971
4530743,00:38.0,CA,AB,Calgary,50.8476,-114.1958,POI1,2.790422473003864
4530820,00:39.0,CA,NB,Moncton,46.1183,-64.7338,POI4,1.7468551136087418
4530905,00:39.1,CA,AB,Calgary,51.0412,-114.0762,POI1,2.573618030758445
4530927,00:38.4,CA,AB,Fort Mcmurray,56.7141,-111.38,POI1,3.803934170203925
4531063,00:38.7,CA,QC,Victoriaville,46.0672,-71.9596,POI3,1.6965393552219812
4531095,00:38.9,CA,QC,Victoriaville,46.0672,-71.9596,POI3,1.6965393552219812
4531255,00:40.0,CA,ON,North York,43.7677,-79.4126,POI3,6.103991961070803
4531256,00:40.9,CA,SK,Saskatoon,52.1225,-106.72488,POI1,6.909122559066739
4531268,00:41.2,CA,ON,Concord,43.8031,-79.49185,POI3,6.169988306805532
4531295,00:36.5,CA,ON,Cobourg,43.9645,-78.1712,POI3,4.8613060707609215
4531513,00:37.2,CA,ON,Thornhill,43.8395,-79.3831,POI3,6.055405119594971
4531541,00:37.6,CA,ON,Dundas,43.2649,-79.9555,POI3,6.776299088294216
4531598,00:39.5,CA,ON,Cambridge,43.39914,-80.32011,POI3,7.079734264117333
4531653,00:41.2,CA,ON,Ingersoll,43.0467,-80.8717,POI3,7.713506036298737
4531745,00:41.3,CA,ON,Markham,43.90594,-79.25172,POI3,5.910802817649822
4531777,00:42.4,CA,ON,Chatham,42.3778,-82.1897,POI3,9.178858781690511
4531798,00:39.8,CA,AB,St Albert,53.62972,-113.58817,POI1,0.13219015812458465
4531843,00:41.7,CA,AB,Red Deer,52.2651,-113.794,POI1,1.317634465716878
4531849,00:42.7,CA,ON,Granton,43.20317,-81.22517,POI3,8.00236025082582
4531924,00:43.6,CA,AB,Calgary,51.0494,-113.9564,POI1,2.540742398560901
4531954,00:45.4,CA,AB,Sherwood Park,53.528,-113.2512,POI1,0.2352365555031749
4532007,00:43.2,CA,AB,Beaumont,53.35872,-113.4055,POI1,0.2038967203389941
4532091,00:44.1,CA,AB,Duchess,50.73108,-111.91317,POI1,3.2245421925701314
4532274,00:43.3,CA,BC,Surrey,49.13399,-122.88482,POI1,10.383165389934094
4532333,00:44.6,CA,ON,Scarborough,43.682,-79.2801,POI3,6.002907578117211
4532402,00:42.5,CA,AB,Calgary,50.8476,-114.1958,POI1,2.790422473003864
4532563,00:44.2,CA,SK,Coronach,49.1124,-105.52416,POI1,9.112900217151779
4532586,00:46.7,CA,ON,Sudbury,46.47964,-81.05822,POI3,7.55319707001857
4532616,00:44.5,CA,ON,Toronto,43.6459,-79.3857,POI3,6.114490005422939
4532732,00:46.6,CA,AB,Calgary,50.9093,-114.1028,POI1,2.7081059846403694
4532853,00:45.9,CA,AB,Calgary,51.0571,-114.077,POI1,2.5583295357019584
4532884,00:48.8,CA,ON,Latchford,47.3253,-79.81163,POI3,6.50083251464587
4532991,00:50.2,CA,AB,Calgary,50.95738,-114.22057,POI1,2.6910596571360106
4533139,00:47.1,CA,ON,Sudbury,46.47964,-81.05822,POI3,7.55319707001857
4533144,00:49.3,CA,AB,Calgary,50.9722,-114.062,POI1,2.6376862246758965
4533227,00:50.4,CA,AB,Edmonton,53.54813,-113.59428,POI1,0.10856374848447749
4533231,00:51.2,CA,ON,Mississauga,43.5769,-79.6283,POI3,6.366565886222881
4533268,00:52.2,CA,ON,Thornhill,43.8395,-79.3831,POI3,6.055405119594971
4533374,00:47.9,CA,ON,North York,43.73486,-79.45085,POI3,6.150099227625278
4533450,00:51.1,CA,ON,Mississauga,43.5769,-79.6283,POI3,6.366565886222881
4533548,00:51.4,CA,ON,North York,43.7613,-79.4885,POI3,6.178550004557463
4533630,00:51.0,CA,AB,Edmonton,53.55848,-113.49825,POI1,0.017557341057240848
4533776,00:51.2,CA,ON,Toronto,43.64544,-79.39649,POI3,6.12490154540275
4533843,00:51.8,CA,AB,Sherwood Park,53.5263,-113.287,POI1,0.1997245614464955
4533920,00:51.9,CA,AB,Sherwood Park,53.5263,-113.287,POI1,0.1997245614464955
4533995,00:53.0,CA,SK,Prince Albert,53.23738,-105.45485,POI1,8.036818228181163
4534008,00:53.8,CA,AB,Sherwood Park,53.51803,-113.29858,POI1,0.1892572600588861
4534106,00:52.8,CA,SK,Saskatoon,52.1225,-106.72488,POI1,6.909122559066739
4534173,00:53.0,CA,ON,Thornhill,43.8395,-79.3831,POI3,6.055405119594971
4534272,00:53.2,CA,ON,Mississauga,43.6046,-79.6729,POI3,6.400697982737273
4534273,00:53.7,CA,QC,Montréal-Nord,45.6168,-73.61798,POI3,0.10842944792352552
4534285,00:54.0,CA,ON,Perth,44.9049,-76.2594,POI3,2.7630832301646295
4534309,00:55.0,CA,ON,Toronto,43.7068,-79.3991,POI3,6.108877140769574
4534383,00:55.2,CA,AB,Fort Mcmurray,56.74308,-111.47651,POI1,3.7758752378415483
4534410,00:55.4,CA,QC,Pierrefonds,45.4556,-73.9201,POI3,0.3601800141831922
4534440,00:52.6,CA,AB,Calgary,51.03874,-113.9856,POI1,2.5567667430340633
4534509,00:56.5,CA,AB,Calgary,51.0876,-114.0214,POI1,2.516245170297398
4534602,00:57.1,CA,AB,Red Deer,52.2529,-113.807,POI1,1.3325732160166681
4534641,00:52.7,CA,AB,Edmonton,53.4593,-113.4145,POI1,0.11233947856830298
4534704,00:55.0,CA,AB,Spruce Grove,53.5562,-113.93564,POI1,0.45001785511800696
4534788,00:56.1,CA,AB,Derwent,53.73779,-110.72429,POI1,2.7680845975629045
4534835,00:56.8,CA,AB,Calgary,51.0823,-113.9578,POI1,2.5086823039287007
4534904,00:52.8,CA,ON,Toronto,43.6682,-79.4209,POI3,6.141235383326147
4534942,00:53.0,CA,SK,Saskatoon,52.1225,-106.72488,POI1,6.909122559066739
4534995,00:53.5,CA,ON,Gananoque,44.34061,-76.19576,POI3,2.8827620970272663
4535091,00:54.2,CA,AB,Calgary,51.049,-113.9622,POI1,2.5422161346048036
4535155,00:54.9,CA,NB,Fredericton,45.9346,-66.6323,POI4,3.472874376786615
4535192,00:55.1,CA,ON,Burlington,43.41318,-79.81299,POI3,6.593189015245733
4535228,00:57.1,CA,ON,Toronto,43.6666,-79.3823,POI3,6.104932358267125
4535378,00:54.7,CA,AB,Edmonton,53.587,-113.441,POI1,0.06056785157985817
4535473,00:55.2,CA,BC,Prince George,53.9448,-122.752,POI1,9.274836594325802
4535605,00:55.6,CA,ON,Newmarket,44.0587,-79.4591,POI3,6.071944169771085
4535665,00:56.7,CA,ON,Brampton,43.6656,-79.747,POI3,6.453627504079935
4535717,00:58.4,CA,BC,Vancouver,49.2501,-123.038,POI1,10.473871175608615
4535757,00:57.0,CA,AB,Calgary,51.1264,-114.1419,POI1,2.507154991986937
4535779,00:59.0,CA,QC,Montréal,45.5047,-73.5558,POI3,0.019776784799349703
4535817,00:59.3,CA,AB,Red Deer,52.2722,-113.83,POI1,1.3196632130377055
4535906,01:00.6,CA,ON,Whitby,43.8866,-78.975,POI3,5.65069386884628
4535953,00:59.3,CA,AB,Edmonton,53.54813,-113.59428,POI1,0.10856374848447749
4536056,00:58.7,CA,AB,Red Deer,52.2468,-113.788,POI1,1.3340612187770817
4536077,01:01.0,CA,SK,Saskatoon,52.1225,-106.72488,POI1,6.909122559066739
4536237,00:59.2,CA,ON,Newmarket,44.039,-79.4724,POI3,6.089619545178247
4536328,01:01.5,CA,SK,Saskatoon,52.1225,-106.72488,POI1,6.909122559066739
4536489,01:02.6,CA,ON,Toronto,43.6459,-79.3857,POI3,6.114490005422939
4536536,01:04.3,CA,SK,Saskatoon,52.1225,-106.72488,POI1,6.909122559066739
4536623,01:05.2,CA,AB,Calgary,50.9505,-113.947,POI1,2.6363333434232104
4536740,01:06.3,CA,ON,Kingston,44.2308,-76.4966,POI3,3.2022671966931493
4536827,01:06.5,CA,ON,Oshawa,43.90635,-78.87251,POI3,5.54688380228368
4536856,01:06.6,CA,ON,Mississauga,43.5769,-79.6283,POI3,6.366565886222881
4536873,01:07.1,CA,NS,Elmsdale,44.97537,-63.49725,POI4,0.36359544969787594
4536975,01:07.9,CA,QC,Alma,48.54054,-71.65407,POI3,3.573428567081899
4536993,01:04.9,CA,AB,Cold Lake,54.4792,-110.203,POI1,3.412754473126501
4537042,01:06.4,CA,ON,Thunder Bay,48.4527,-89.2162,POI3,15.922285829554031
4537119,01:06.8,CA,QC,Montréal,45.47181,-73.60477,POI3,0.06311248115072164
4537157,01:06.4,CA,ON,Barrie,44.3572,-79.6929,POI3,6.236545872148857
4537240,01:06.5,CA,ON,Pembroke,45.7466,-77.2047,POI3,3.645624087014051
4537357,01:07.0,CA,AB,Calgary,50.9632,-114.082,POI1,2.6508963891191564
4537426,01:07.8,CA,ON,Mississauga,43.56962,-79.66056,POI3,6.399508433573398
4537648,01:06.6,CA,AB,Sherwood Park,53.5449,-113.318,POI1,0.16773878515417534
4537777,01:07.0,CA,AB,Canmore,51.0876,-115.3461,POI1,3.0831012548155186
4537804,01:07.4,CA,ON,Oshawa,43.8894,-78.8766,POI3,5.555752780696506
4537831,01:08.1,CA,ON,Kitchener,43.4381,-80.5099,POI3,7.249724615267606
4537923,01:08.3,CA,ON,Mississauga,43.57717,-79.65677,POI3,6.393598958270445
4537942,01:08.5,CA,AB,Sherwood Park,53.5263,-113.287,POI1,0.1997245614464955
4538007,01:06.8,CA,ON,Brampton,43.7694,-79.7643,POI3,6.441190250304449
4538059,01:07.0,CA,QC,Montréal,45.5047,-73.5558,POI3,0.019776784799349703
4538111,01:07.0,CA,ON,Richmond Hill,43.8939,-79.4375,POI3,6.0929247587687305
4538202,01:07.1,CA,AB,Calgary,51.0829,-114.095,POI1,2.537496674292398
4538211,01:07.3,CA,ON,North York,43.7302,-79.4951,POI3,6.193800132052771
4538265,01:08.0,CA,SK,Saskatoon,52.1218,-106.645,POI1,6.987450394059693
4538348,01:08.1,CA,NS,New Waterford,46.2492,-60.0881,POI4,3.307268577624294
4538400,01:08.3,CA,NS,New Waterford,46.2492,-60.0881,POI4,3.307268577624294
4538477,01:08.6,CA,AB,Sherwood Park,53.51967,-113.31028,POI1,0.1774435040371883
4538554,01:11.1,CA,AB,Calgary,50.9093,-114.1028,POI1,2.7081059846403694
4538577,01:08.5,CA,AB,Calgary,51.12598,-114.24403,POI1,2.536201478310624
4538622,01:11.4,CA,BC,Vancouver,49.2241,-123.12111,POI1,10.560337769875789
4538660,01:11.6,CA,ON,Markham,43.8598,-79.3296,POI3,5.998373440610129
4538754,01:11.7,CA,AB,Calgary,51.0915,-114.2073,POI1,2.5585244914295786
4538830,01:11.8,CA,BC,Vancouver,49.2241,-123.12111,POI1,10.560337769875789
4538975,01:09.1,CA,ON,East York,43.6906,-79.3125,POI3,6.031140324799034
4539149,01:11.9,CA,ON,Dundas,43.2608,-79.9627,POI3,6.7844536711674115
4539333,01:13.1,CA,AB,Sherwood Park,53.52245,-113.33122,POI1,0.15632361397113798
4539574,01:11.8,CA,ON,Brantford,43.1508,-80.2094,POI3,7.053741902325109
4539735,01:13.7,CA,QC,Saint Léonard,45.58741,-73.59414,POI3,0.07153774819631939
4539814,01:14.0,CA,ON,North York,43.7675,-79.3804,POI3,6.073214702117565
4539928,01:10.4,CA,AB,Calgary,51.0876,-114.0214,POI1,2.516245170297398
4540188,01:12.4,CA,QC,Montréal,45.47748,-73.56867,POI3,0.04422822082109744
4540255,01:11.8,CA,ON,Toronto,43.66096,-79.37224,POI3,6.097067603874591
4540316,01:12.5,CA,ON,Brantford,43.1508,-80.2094,POI3,7.053741902325109
4540328,01:13.1,CA,AB,Fort Mcmurray,56.7199,-111.357,POI1,3.821529745801413
4540412,01:14.4,CA,SK,Regina,50.4251,-104.5389,POI1,9.475594854258222
4540459,01:14.6,CA,SK,Saskatoon,52.1218,-106.645,POI1,6.987450394059693
4540492,01:14.7,CA,AB,Edmonton,53.58879,-113.4465,POI1,0.05793122547469537
4540544,01:18.4,CA,SK,Saskatoon,52.1225,-106.72488,POI1,6.909122559066739
4540660,01:14.7,CA,QC,Montréal,45.47748,-73.56867,POI3,0.04422822082109744
4540807,01:14.8,CA,AB,Edmonton,53.6112,-113.5746,POI1,0.11012019362951445
4540933,01:16.7,CA,AB,Edmonton,53.6313,-113.5245,POI1,0.09354373546636775
4540995,01:17.4,CA,AB,Calgary,50.95738,-114.22057,POI1,2.6910596571360106
4541039,01:21.5,CA,AB,Edmonton,53.61245,-113.53369,POI1,0.08181206527769627
4541117,01:21.7,CA,ON,Barrie,44.3303,-79.7268,POI3,6.274904438190034
4541193,01:22.0,CA,ON,Woodbridge,43.82505,-79.58111,POI3,6.249771187062528
4541287,01:22.0,CA,ON,Gloucester,45.42514,-75.60325,POI3,2.0395097210351847
4541370,01:22.7,CA,ON,Whitby,43.8866,-78.975,POI3,5.65069386884628
